|href|title|price|description|memory|ram|sys
72|https://www.avito.ru/moskva/telefony/one_plus_10_pro_5g_256gb_eu_ne2213_2666942360?slocation=107620|One Plus 10 Pro 5G 256gb EU NE2213|47500|Добро пожаловать в Авито магазин updatemob. One Plus 10 Pro 12/256gb NE2213. Цвета: черный и зелёный. Гарантия 1 год. Внимание! В Связи СО Сложившейся Ситуацией, Цены В Наших Объявлениях Могут Быть Не Актуальными! Пожалуйста Уточняйте Цену В Чате! Коробка запечатана заводскими пломбами. У нас только оригинальная продукция с гарантией. Доставка. Доставим заказ по Москве в день обращения; (доставка осуществляется в день заказа или на следующий день по договорённости, так же стоимость доставки уточните у оператора). В удобное для Вас время. Курьер позвонит за 1 час. Доставка через Сдэк (Просим отметить, что данные заказы возможны только при 100% предоплате!). Самовывоз. Забрать свой заказ самостоятельно Вы можете в нашем магазине по адресу: Ⓜ Савеловская. Москва, ул. Сущевский вал, д. 5 стр 1А, ТК «Компьютерный». 2 этаж, 2Е13 павильон. Магазин работает с 11.00 до 20.00. Варианты Оплаты. – наличными. – перевод на карту Сбербанка. – кредит и рассрочка отсутствует. Убедительно просим Вас ставить в Резерв интересующий Вас товар. Товар в резерве находится до конца рабочего дня.|256|12.0|android
73|https://www.avito.ru/moskva/telefony/iphone_8_64gb_2749869719|iPhone 8 64gb|9500|Телефон был куплен мной в 2018 году в Связном (Рст). Следы эксплуатации минимальны (носил в чехле и с защитным стеклом), есть совсем небольшая царапина на металле на левом верхнем углу. Аккумулятор 79%. Год назад поменял разговорный динамик. В прошлом году купил новый телефон, этот все это время с мая 2022 года лежит в коробке. Продаю за ненадобностью (без зарядки и наушников).|64|2.0|ios
74|https://www.avito.ru/moskva/telefony/iphone_se_2020bu_2835510790|iPhone SE 2020бу|8000|Срочно Продаю Красный Айфон SE2020 64гб. Состояние Акб 79%. Телефон не вскрывался и ничего не менялось. Коробка от него есть.|64|2.0|ios
75|https://www.avito.ru/moskva/telefony/originalnye_iphone_11_pro_64gb_zolotye_garantiya_2528266147?slocation=107620|Оригинальные iPhone 11 pro 64гб золотые гарантия|25990|Приветнаш интернет-магазин «Tushino-Mobile» занимается продажей оригинальной, восстановленной техники Apple, а также аксессуаров к ним. Свежие яблоки. IPhone 11 Pro 64гб золотые. Faceid работает. Любые цвета и любой объем памяти, узнавайте. Оригинал % на Ios, не копия. В заводских пленках. Гарантия на всю технику. Полный комплект(девайс, коробка, провода). Любые проверки. Аккумулятор в каждом устройстве новый- не отображается емкость в настройках(держит заряд отлично). Экран заводской аналог, функция True Tone отключена. Также на выбор предоставляем чехлы/стёкла/плёнки. Работаем каждый день с 10:00 до 20:00. Перед выездом обязательно звоните.|64|4.0|ios
76|https://www.avito.ru/moskva/telefony/iphone_13_2748782848?slocation=107620|iPhone 13|45000|Продаю iphone 13. 128 гб. Состояние идеальное, телефон носился в чехле и с защитной плёнкой. Полный комплект: оригинальный адаптер, кабель для зарядки, 2 чехла и запасная плёнка. Телефон был приобретён месяц назад в М. Видео. Чек и гарантия имеется. Город Москва.|128|4.0|ios
77|https://www.avito.ru/moskva/telefony/asus_zenfone_max_pro_m1_464_2842588934|Asus zenfone max pro m1 4/64|3800|В хорошем состоянии, все работает, Дисплей под пленкой, зарядка есть, но не родная. Если об'явление висит, оно актуально. Чехол есть, но состояние — на троечку…|64|4.0|android
78|https://www.avito.ru/moskva/telefony/telefon_iphone_7_128gb_2767754629?slocation=107620|Телефон iPhone 7 128gb|5500|Хорошее состояние, заменён аккумулятор, носился бережно в хорошем чехле, есть небольшие потертости снизу на фото видно. Умеренно пользуюсь как вторым телефоном в домашних условиях. В комплекте — оригинальная коробка и чехол, всё работает прекрасно, без нареканий.|128|2.0|ios
79|https://www.avito.ru/moskva/telefony/telefon_iphone_8_plus_64_2792300878|Телефон iPhone 8 plus 64|12000|Продаю свой телефон, который служил верой и правдой на протяжении нескольких лет. Носился бережно, в чехле, с защитным экраном. Ростест — покупался в ноябре 2020 в Мегафоне ТЦ Тройка, что на Красносельской. Состояние около идеал, Акб 88%. Телефон в новом бронестекле. Торга нет. Обмен не интересует. Лучше пишите, не всегда есть возможность ответить. С продажей не тороплюсь, не продам за эти деньги — оставлю себе, в качестве рабочего. Спасибо за понимание.|64|3.0|ios
80|https://www.avito.ru/moskva/telefony/samsung_galaxy_s22_ultra_5g_2797770571|Samsung Galaxy S22 Ultra 5G|33000|Samsung Galaxy S22 Ultra 5G 512gb. С первых дней в чехле и бронь плёнки. Работоспособность 100%. В ремонте не был. Заряда хватает на весь день. Полный комплект.|512|12.0|android
81|https://www.avito.ru/fryanovo/telefony/leeco_le_pro_3_2776850470|Leeco le pro 3|3500|Телефон в хорошем состоянии всё работает возможен обмен.|32|4.0|android
82|https://www.avito.ru/moskva/telefony/xiaomi_mi_note_10_lite_8_128g_obmen_2748293200|Xiaomi mi note 10 lite 8 128g обмен|13800|Продам свой аппарат, в идеальном состояние! В ремонте не был, на экране матовая защитная плёнка! Все видно на фото, царапин сколов нету. Телефон очень шустрый. Полный комплект: Зарядное устройство. Коробка. 5 чехол идёт в подарок! Обмен доплата в обе стороны, Honor, Samsung, Xiaomi!|128|8.0|android
83|https://www.avito.ru/moskva/telefony/iphone_13_128gb_vse_tsveta_2530195153|iPhone 13 128gb все цвета|55990|В нашем магазине filin-smart вы можете купить новый, оригинальный Iphone 13 128 gbзапакованный, не обменный и не восстановленный. Мы работаем на рынке 12 лет и хорошо зарекомендовали себя среди покупателей, поэтому предлагаем вашему вниманию полный асортимент от компании Apple на любой вкус и цвет. Предоставляем товарный и кассовый чек. Год гарантии от нашего магазина14 дней на обмен/возврат для проверки качества. Оплата при полученииоплата по карте Скидки постоянным клиентамсвой интернет-магазин filin-smartтрейд-Ин обмен старой техники на новую с доплатойперед покупкой проверка на официальном сайте. Самовывоз: каждый день с 10.30 до 20:00 Доставка: по Москве и Московской областиотправка в регионы компанией сдекцена может меняться из-за курса доллара. Уточняйте наличие и цену в сообщениях либо по телефону. Наши продавцы всегда проконсультируют и предложат что лучше выбратьмы дорожим своей репутацией и гарантируем что наш товар исключительно новый и оригинальный. Всегда на связи! Наш магазин находится по адресуметро Фили Багратионовский проезд д7к20в Бизнес центр Конвент 346 офисбесплатная парковка ТЦ Филион 2 часа бесплатно Мы не горбушка, не путайте пожалуйста находимся в соседнем здании.|128|4.0|ios
84|https://www.avito.ru/moskva/telefony/telefon_realmi_30s_2840629268?slocation=107620|Телефон реалми 30с|4500|Телефон бу. Реалми 30 С. Без комплектации.|32|2.0|android
85|https://www.avito.ru/moskva/telefony/nashel_telefon_iphone_13_vrode_pro_2761146740|Нашел телефон iPhone 13 вроде про|3000|Нашёл 13про, отдам владельцу или продам чужому, по низкой цене потому что, просит пароль от Айклауда, не хочу заморачиваться с этим, да понимаю это будет огромный +, но не хочу.|256|6.0|ios
86|https://www.avito.ru/mozhaysk/telefony/telefon_iphone_se_2020_2754985505|Телефон iPhone SE 2020|12500|Продаю телефон в использовании был 2 года, есть небольшие царапины на экране в следствии носки телефона, в комплекте только коробка, емкость аккумулятора 80%, не вскрывался, разумный торг реальному покупателю.|64|3.0|ios
87|https://www.avito.ru/moskva/telefony/telefon_iphone_8_plus_256gb_2756695785?slocation=107620|Телефон iPhone 8 plus 256гб|14000|В отличном состоянии! Использовался с защитным стеклом. Ростест. Отвязан от всех аккаунтов. Чехол в подарок. Все детали в рабочем состоянии. Кроме Акб в телефоне ничего не меняли всё родное! Любые проверки на месте. Дополнительно наушники и зарядка +2000 руб.|256|3.0|ios
88|https://www.avito.ru/moskva/telefony/iphone_xs_64gb_idealnyy_s_chekom_2777032718|iPhone XS 64gb идеальный с чеком|18000|Продаётся Айфон XS с 64 gb встроенной памяти. Цвет: чёрный (Space Gray). У меня появился вчера, за это время я достал одни раз, сделал фото и убрал обратно в коробку. Если вы искали именно новое устройство — это отличный вариант. Весь комплект. Чек есть и по нему годовая гарантия. Face ID, True Tone, состояние аккумулятора 100% — проверил при активации. При встречи возможно любые проверки с вашей стороны. Это была награда за призовое место в корпоративном конкурсе, который я сразу себе оставлять не планировал. Без торга. Не тратьте моё и своё время. Только личная встреча. Звонок — лучший способ связи, личные сообщения не проверяю.|64|4.0|ios
89|https://www.avito.ru/moskva/telefony/apple_iphone_xr_64gb_2914220022|Apple iPhone xr 64gb|14000|Продаю iphone xr 64gb в отличном состоянии без дефектов, без ремонтов, полностью в оригинале все работает как нужно, в комплекте коробка с документами, наушники утеряны, зарядка оригинальная утерена. Аккумулятор 84% держит сутки. Любые проверки при покупателе отвяжу от всех акаунтов. С телефоном отдам пару новых стекл. Состояние близко к новому.|64|3.0|ios
90|https://www.avito.ru/moskva/telefony/iphone_13_pro_max_256gb_graphite_akb_100_2840644473|iPhone 13 Pro Max 256GB Graphite акб 100|54990|Цена Строго Без Торга. Прежде Чем Писать, Читайте Описание. IPhone 13 Pro Max/ 256GB/ Graphite. Состояние новое, телефон не использовался в России. Экран без каких либо царапин. Установлено дорогое защитное стекло. Идеал. Работает С Р-Сим! Р-Сим В Комплекте, Помогу Настроить Под Вашу Симкарту. Весь функционал рабочий. По функциям нет никаких нареканий. Любые проверки возможны: - Face ID, Камеры, Звуки, Wi-Fi, Bluetooth, Сеть. Аккумулятор соответственно 100%! Заряд держит отлично. Хватает на день активного пользования. В комплекте: телефон, коробка, провод, чехол. Торгашей Сразу Блокирую.|256|8.0|ios
91|https://www.avito.ru/moskva/telefony/iphone_14_pro_max_256vse_tsveta_2677150354?slocation=107620|iPhone 14 pro max 256(все цвета)|99000|IPhone 14 про мах 256. Новые. Запечатанные. Оперативно доставим до вашей точки 24/7. В любое время суток, сэкономив ваше время. Подарим стекло и чехол. Поможет перекинуть данные. Выкупим ваш старый телефон. Хорошего дня.|256|6.0|ios
92|https://www.avito.ru/moskva/telefony/telefon_redmi_9c_2686633613?slocation=107620|Телефон Redmi 9c|3500|Зарядное устройство. Чехол в подарок. Экран битый.|128|2.0|android
93|https://www.avito.ru/balashiha/telefony/iphone_14_pro_max_512gb_deep_purple_2825957411?slocation=107620|iPhone 14 Pro Max 512Gb Deep Purple|11999|Всем доброго дня. За 5 лет работы в этой сфере я нашёл самых надежных поставщиков, и покупая у меня Вы получаете именно то что искали. Это Подтверждается Отзывами Моих Покупателей! Новый iPhone 14 Pro Max 512Gb Deep Purple. 2 Сим Карты. Полный комплект: коробка, шнур для зарядки, скрепка, новый чехол! Есть видео-обзор на этот iPhone (Кому интересен пишите на Ватсап и я скину Вам видео). По всем вопросам пишите на whatsapp. Мой личный номер указан на видео-обзоре прикрепленному в объявлении. Работает доставка по Москве и в любую точку России. Почта, Сдэк, Яндекс Доставка. Уверен что он Вам точно понравится. Добавьте Объявление В Избранное Что БЫ Не Потерять, И Подпишитесь На Мой Профиль Что БЫ Не Пропустить Самые Интересные Предложения. Айфон 14 Про Макс Фиолетовый.|256|4.0|ios
94|https://www.avito.ru/moskva/telefony/samsung_galaxy_s22_8256_sm901eds_black_2539794588?slocation=107620|Samsung Galaxy S22 8/256 SM901E/DS Black|54000|Добро пожаловать в Авито-магазин updatemob. Гарантия 1 год. Samsung Galaxy S22 8/256gb Phantom Black SM-S901E/DS. Samsung pay не работает. Мир pay работает. Коробка запечатана заводскими пломбами. У нас только оригинальная продукция с гарантией. При покупки выдаём кассовый и товарный чек. Доставка. Доставим заказ по Москве в день обращения; (доставка осуществляется в день заказа или на следующий день по договорённости, так же стоимость доставки уточните у оператора). В удобное для Вас время. Курьер позвонит за 1 час. Также действует доставка по России через «авито-доставка», курьерскую службу Boxberry либо Сдэк. Просим отметить, что данные заказы возможны только при 100% предоплате! Самовывоз. Забрать свой заказ самостоятельно Вы можете в нашем магазине по адресу: Ⓜ Савеловская. Москва, ул. Сущевский вал, д. 5 стр 1А, ТК «Компьютерный». 2 этаж, 2Е13 павильон. Магазин работает с 11:00 до 20:00. Варианты Оплаты. – наличными. – перевод на карту Сбербанка. – кредит и рассрочка отсутствует. Убедительно просим Вас ставить в Резерв интересующий Вас товар. Товар в резерве находится до конца рабочего дня.|256|8.0|android
95|https://www.avito.ru/moskva/telefony/telefon_samsung_galaxy_a71_2860655697?slocation=107620|Телефон samsung galaxy a71|10500|Телефон бу в отличном состоянии, продаю без проводов и коробки, цвет Синий.|128|6.0|android
96|https://www.avito.ru/nekrasovskiy/telefony/telefon_iphone_2715885410|Телефон iPhone|13000|Продам iphone XR, не работает True Tone в связи с заменой стекла, есть небольшие царапины на корпусе, носила всегда в чехле и стеклом, Комплекта и Коробки Нет! Цена окончательная, без торга! Причина продажи-новая модель. Только самовывоз.|128|3.0|ios
97|https://www.avito.ru/vidnoe/telefony/mobilnye_telefony_bu_samsung_a_51_2899792368?slocation=107620|Мобильные телефоны бу samsung a 51|10000|В отличном состоянии. Коробка, зарядник.|64|4.0|android
